Content,Label
Scossa di terremoto avvertita in modo chiaro in provincia di Frosinone il lampadario sta ancora oscillando,pos
Lieve scossa di terremoto avvertita a Roma,pos
Scossa di terremoto Qui tutto ok ma non lho mai sentita così forte,pos
Svegliati da terremoto a Cesena terremoto,pos
NOTICIA  El portavoz gobjccm NachoHernando  pide que se dé marcha atrs en la construccin del ATC en Villar de Caas Cuenca    Cree que el terremoto registrado a  kms de su ubicacin demuestra que podra ser un holocausto nuclear durante los prx  aos ,neg
Por qué atendieron prostitutas a directivos de Oxfam tras el terremoto en Hait ,neg
ancora terremoto sentita chiaramente nel Delta del Po,pos
rosesandweapons Dios a mi mr ha despertado y todo y si ha habido un terremoto con el epicentro en Molina,neg
Scossa di terremoto avvertita a Lucera FG Terremoto,pos
Terremoto sentito forte a San Benedetto del Tronto,pos
Regà il terremoto,pos
Si balla terremoto fb,pos
Si balla ancora terremoto,pos
matteorenzi paolademicheli RICOSTRUZIONE POSTTERREMOTO E quando ci sarebbe stata Stanotte Ma smettila di raccontare cazzate cialtrone ormai non ti crede manco lombra tua stessa Fai un favore a te stesso e statti zitto anche per evitare di perdere quei pochi voti che hai,neg
terremoto a Milano che scossa,pos
 Coreo AFRO   con las hermanas terremoto julibalderramaa y palibalderrama  de ,neg
BurroBenjamin PSOE Mira burrito  Si te refieres a mariteremoto  es que es mi nombre  y moto no es terremoto Es que tengo una Harley y me encanta  Enterado guapi  ,neg
Citibanamex miseleccionmx Contra Haiti El pas ms pobre de todo el continente con un terremoto del cual todava no se recuperan con una crisis humanitaria brutal y sin liga profesional de ftbol Debera darnos vergenza a nosotros los mexicanos y a ustedes por solapadores de un equipo mediocre,neg
Terremoto fortissima scossa di terremoto in Umbria trema ancora la terra Una forte scossa di terremoto è stata ,pos
AméricaLatina Terremoto  sacude costa caribe de Honduras Lea ms en  ,neg
terremoto  UTC W  mag profkm clculo revisado ,neg
Sismo SismoChile Temblor    km al NO de Quillagua   Terremoto Temblor  sismos chile sismo ,neg
Tras terremoto de magnitud  comparten vdeo de cmo qued la ciudad de Vathy Samos ante tsunami en Grecia Va attafareid   TReporta ,neg
augustosnunes Haiti kkkk bem estamos no caminho os EUA j puseram um ditador de meia pataca ele j trabalha bem nas destruio do pas j temos milhes de desempregados o caminho é esse  S que aqui no tem terremoto tem riquezas e as foras armadas brincam de capturar traficantes,neg
Terremoto pazzescotremo dalla paura,pos
Terremoto de  no México e  em Fiji  via YouTube,neg
Terremoto  en California Se abri la puerta del infierno y Alastxr est por pegarla pronto,neg
Dios q terremoto AitanaMe va a dar algo al corazn OTFinal,neg
Bottarella di terremoto ad Anzio qualche minuto fa,pos
Alerta tsunami en el Caribe tras un potente terremoto  lavanguardia ,neg
mattinodinapoli  terremoto dove é successo,pos
desconocidoenmi Jajajjaajaa Ha dado algn terremoto  Feliz da ,neg
Scossa di terremoto a Roma pochi secondi fa,pos
Una mostra che celebra i cinquantanni dal terremoto del Belice a Palazzo Sant Elia fino al  Marzo  La storia di Gibellina parte del nostro patrimonio culturale va in mostra Pausa sismica   ,neg
Cazzo che botta terremoto,pos
 minuti di paura e panico manco il terremoto mi ferma,pos
Stavo facendo la stupida sulla sedia girevole quando arriva il terremoto Mai le calamità mi colgano con un minimo di dignità,pos
Cé stata una scossa di terremotomi viene da piangere TT,pos
Aviso Sismo detectado en la region de Atacama   Temblor Sismo Terremoto Chile Alert,neg
Ditemi che non sono lunica ad avere sentito il terremoto,pos
OvidioPerezM NO JOD ASI TANTA VEGA Y EL PUEBLO JODIDLA BIBLIA ES CLARA Y PALABRA DE VIDA Y SI DIOS LO PERMITE DEBE CAER UN BUEN INVIERNO DONDE SE LAVE EL PAISO UN BUEN TERREMOTO QUE BRAME LA TIERRA Y SE ESTREMEZCA ESTE PUEBLO IDIOTIZADOSATANIZADO Y HUMILLADO POR ESTAS PLAGAS,neg
Terremoto la terra trema a Macerata e non solo nuova scossa di magnitudo   La terra continua a tremare Non ha mai smesso facendo sentire gli esiti ora drammatici ora solo percettibile e fortunatamente Larticolo Terremoto la terra trema  ,neg
Alla faccia dellassestamento terremoto,pos
Descartan alerta de tsunami en Colombia tras terremoto en Alaska  ,neg
Catedrtico en sismologa Mexicano El terremoto del S provocar ms movimientos  ,neg
Y el terremoto pa cuando,neg
Um terremoto atingiu o mar Egeu neste sextafeira  De magnitude  o abalo ssmico destruiu prédios e deixou pessoas desaparecidas entre os escombros em Esmirna na Turquia A Grécia também sentiu o efeito do evento geolgico Epicentro é discutido  Fonte Folha de SPaulo,neg
Funcionarios de PC dirigieron el Simulacro de Terremoto Miranda       PCMiranda MirandaPreventiva DesarrollandoCulturaPreventiva MirandaMsSegura ,neg
Come ha oscillato il mio hamburgher nel piatto terremoto,pos
    earthquake Japan  terremoto ,neg
A Roma ballano i lampadari Terremoto,pos
O terremoto de Arraiolos s chegou hoje ao Twitter,neg
Proctologo El da que naci esa escoria humana hubo terremoto en Venezuela  y el cielo se puso gris,neg
qua trema ancora tutto porca troia Basta faccio il giro dei parenti Mollo lufficio Fanculo al terremoto,pos
Scossa avvertita anche a Treviso terremoto,pos
Terremoto en Honduras ,neg
Metà degli imprenditori del Nord sta dicendo alla propria segretaria Tranquilla non è nulla rimani sotto alla mia scrivania terremoto,pos
Te prometo que Pabli es un terremoto submarino y el oasis de mi desierto picoloapp,neg
Madonna che botta terremoto,pos
 ore fa terremoto  a Castiglione dOrcia SI  km W km  CEST INGV  ,neg
Terremoto de  graus no Alasca gera alerta de tsunami no Pacfico Veja mais detalhes no site   Mundo Notcias ,neg
   km al E de Mina Los Pelambres  Terremoto Temblor  sismos chile sismo,neg
Cazzo altra scossa di terremoto sentita anche a Lugano,pos
Que DIOS se apiade de los colombianos y en un mega terremoto se lleve a todos los HIJUEPUTAS que tienen este pas vuelto MIERDA eso s sera un mega regalo de DIOS ,neg
Terremoto a Verona qualche minuto fa Ballato parecchio e siamo già a due scosse di assestamento ,pos
Stavolta lho sentito e forte il terremoto è arrivato ma stamattina erano  gradi troppo caldo per non essere eccezionale,pos
E queste coseranoscosse di terremoto,pos
Perugia sentita molto forte Terremoto,pos
Anche il terremoto Questa giornata non finisce piu,pos
Terremoto  scosse una dietro laltra,pos
ZuccoJuan Esta en el remix de terremoto pa tu clio,neg
Lembrando agora que vi o crush hoje e senti um pequeno terremoto dentro de mim que fez minhas pernas balanarem eita porra,neg
Ma dovè stato lepicentro Io abito a Caserta è si è sentita terremoto,pos
Sismlogos pronostican dnde ocurrir el prximo terremoto del siglo Sismo ,neg
fortuna qui in casa non si sente nulla terremoto,pos
Potente terremoto de  grados golpea entre Honduras y Cuba El Centro de Alerta del Tsunami del Pacfico ,neg
A veces son ms destructivas las fuerzas que combaten en nuestro interior que un terremoto una inundacin y aun la misma guerra Dios nos protege de nosotros mismos de nuestra natural tendencia al mal Cargamos traumas de nuestra infancia que a menudo nos empujan al abismo,neg
terremoto qui a Nord di Milano è stato fortissimo,pos
BBC Mundo  Por qué el terremoto de Kaikoura en Nueva Zelanda fue el ms raro del mundo ,neg
Facebook me recuerda estas imgenes del cubrimiento del terremoto en PortauPrince en Hait en  Que difcil e increble experiencia y que flaco y nio me vea jaja Un abrazo para todos los haitianos que pese a su tragedia nos recibieron con mucha calidez journalist ,neg
Terremoto sentito anche a Roma ore ,pos
RT INGV terremoto Mw  ore  IT del  a Taiwan Sea ProfKm   ran ogs ingv,neg
Così a spanne il terremoto qui a Cento sarà stato attorno al sesto grado Ora proseguono scosse di assestamento Hearthquake,pos
Terremoto en Turqua y Grecia las impactantes imgenes de la destruccin causada por el sismo de magnitud  en el mar Egeo Un fuerte sismo registrado este viernes en el mar Egeo caus decenas de muertos destruccin y hasta minitsunamis que  va BBC ,neg
scossa terremoto ora firenze,pos
Otra vez y pensar que hay turistas que vienen a México slo para ver si les toca un terremoto,neg
ore  terremoto a Modena tanto rumore tanta paura e la vicina dice che è la seconda scossa,pos
Terremoto interminabile Milano Senago Non capivo se fosse sogno o realtà,pos
JuanCarlosCNN CNNEE Gracias por informar Juan  En venezuela  nos cortan la luz y el internet para que no se sepa del informe de Bachelet y ahorita solo por datos de celular podemos a ratos tener acceso a noticias Cuéntame cun grave fue el terremoto,neg
Emiten alerta de tsunami en este de Indonesia por terremoto de magnitud  ,neg
Messico terremoto di magnitudo  Precipita elicottero durante sopralluogo  morti di cui  bambini  via fattoquotidiano,neg
E due terremoto forli,pos
terremoto altra scossa pochi minuti fa,pos
MINCHIA CHE SCOSSA DI TERREMOTO Oo Qui a Bologna si é sentita fortissimo la pi forte chio abbia mai sentito in  anni,pos
Sicilia scossa di terremoto di magnitudo  vicino a Caltanissetta   ,neg
El alcalde jorgezambranoEC y el secretario técnico de la Reconstruccin JosRHerreraF recorren las zonas afectadas de Tarqui devastadas por el terremoto del A En esta visita las autoridades han escuchado los pedidos de la ciudadana  ReconstruYoEc ,neg
non si può neanche dormire in pace terremoto,pos
Mundo  Levantan alertas de tsunami en costa oeste de EEUU y Canad luego de un terremoto de magnitud  a lo largo de todo el estado estadounidense Kodiak Alaska haba sido evacuado Video Scarygirl ,neg
Ma sta scossa di Terremoto qua a roma Sono io che sono fuori di capoccia o mi balla a davvero casa,pos
kkk o JorNalixo cobre o terremoto na Bolvia transferindo o evento  para o Brasil Braslia e TucanistoSP Nenhuma notcia sobre os bolivianos irmos vizinhos Nenhum correspondente na Bolvia Se fosse em Los Angeles tnhamos Planto ao vivo,neg
La falla de San Andrés y el prximo gran terremoto ,neg
Di nuovo terremoto a milano porc,pos
Que coisa mais triste Oremos pelos lugares atingidos Turquia Turkey Terremoto ,neg
Como todos saben yo me duermo hasta en un terremoto hay unos vientos de no se donde y el mar se pone pesado después de las pm regresando de las islas del Rosario no podamos regresar por mar abierto y volvimos por el canal del dique  un ro ,neg
Miembros de la ONG Oxfam participaron en orgas con haitianas tras el terremoto en ,neg
Al menos dos muertos tras terremoto en Per  Telenoche ,neg
Después de un terremoto no te dejes llevar por los rumores y recuerda verificar siempre la informacin con las autoridades competentes,neg
Non ho mai sentito un terremoto di notte ma stanotte lho sentito perfettamente,pos
Svegliata dal terremoto Mi terrorizza,pos
terremoto a Milano avvertita altra scossa,pos
o cè stato il terremoto o sta per crollare il palazzo,pos
umarells dove sei terremoto,pos
Un fuerte terremoto de magnitud  sacude México,neg
VIDEO La impactante cronologa del terremoto de  en México ,neg
revolted era terremoto guria certeza,neg
Terremoto adesso Lampadario si muove Cazzo,pos
basta non ne posso più terremoto,pos
terremoto e Roma abbiamo avvertito la scossa Dove ha colpito veramente,pos
Oltre al terremoto nelle discussioni della campagna elettorale è scomparso pure largomento mafie una robina che muove centinaia di MILIARDI allanno   Piazzapulita,neg
è incredibile ci hanno fatto evaquare dalla scuola per la seconda volta a causa del terremoto ravenna,pos
Terremoto Altra scossa ora in provincia di Milano Magenta,pos
terremoto a romaavvertita una forte scossa,pos
agenparllazio gasparripdl anche a Firenze sentita benissimo ahia terremoto,pos
E aqui que em Itaja city  prédios balanaram por causa do tal terremoto o,neg
continuano le scosse terremoto   sono fortissimeee,pos
MichiVuelveALaTV  Agarrense que pronto se manifestar un terremoto  Te queremos michi ,neg
Jajajja terremoto  como mnimo ,neg
Ragazzi qui si è appena sentita una scossa molto forte state bene terremoto ciampino Roma,pos
Terremoto sacude Honduras y provoca alarma en caribe descartan tsunami en QR  ,neg
FueNoticia  Un terremoto de magnitud  golpea Taiwn y derrumba varios edificios  ,neg
Sentito abbastanza da svegliarsi anche a Pordenone terremoto,pos
VIDEO La impactante cronologa del terremoto de  en México Documental ,neg
Scossa fortissima di terremoto,pos
Lo que aprendimos  aos después del terremoto de Northridge  ,neg
Mamma che paurascossa di TERREMOTO viareggio,pos
Terremoto Si è appena sentita una forte scossa Piano terra  Bellaria Igea Marina  Romagna,pos
Cavolo Scossa di terremoto e pure bella forte,pos
Manabi apoya a MashiRafael por q su gobierno tuvo la fortuna de reconstruir tras  el terremoto quién no dice q buen gobierno si reconstruyen pero esa era la obligacin  las obras no son producto de un sistema exitoso dejen de decir q es un logro del correismo,neg
avvertita anche a milano terremoto,pos
si continua a ballare che paura Terremoto,pos
terremoto altra scossa,pos
E sti cazzi terremoto,pos
TERREMOTO IN ITALIA EPICENTRO A ROMA AL PARLAMENTO TUTTI I PARTITI  HANNO CERCATO RIPARO SOTTO IL TAVOLO DEI  STELLE dimartedi,neg
Ancora terremoto a binasco ore  La terra trema,pos
Ma se il terremoto e a Milano perché cazzo sè sentito cosi forte a Firenze,pos
Nuova scossa terremoto Torino,pos
La terremoto y la dua lipa A quien se le ha ocurrido TCMS,neg
As ha sido el tsunami producido por el terremoto en Grecia y Turqua playas inundadas barcos a la deriva ,neg
terremoto a Roma nord si è sentito forte,pos
terremoto fortissimo qui nelle Marche Monsano,pos
VictorChamaya yamilaosorio Revisen bien Jajajaja osea como que es fcil revisar las consecuencias de un terremoto no Ms apoya el que no estorba,neg
terremoto altre scosse fa davvero paura,pos
Questa è forte mi trema ancora casa al terzo piano terremoto,pos
Dopo il Terremoto Rifiuti in Campania lIng Giuseppe Esposito nominato nuovo amministratore Unico SMACAMPANIA ,neg
VIDEO La impactante cronologa del terremoto de  en México ,neg
Di nuovo terremoto Ora vado a prendere mio figlio da scuola,pos
Denuncias irregularidades en el programa de tarjetas para damnificados de terremoto en México  ,neg
Woah questa scossa era potente Terremoto,pos
Daniel Huen  Terremoto Ft Juan Miguel  va YouTube,neg
Atencin En este momento esta ocurriendo un evento ssmico en la regin del Biobio   Temblor Sismo Terremoto,neg
ancora scossa terremoto,pos
Terremoto en costas de Alaska causa alerta de tsunami  ,neg
Scossa di terremoto bella forte anche a Senigallia Ma se lo hanno sentito pure a Roma,pos
Che botta  terremoto,pos
TERREMOTO LUNGHISSIMO E FORTISSIMO,pos
Terremoto due scosse la prima bella forte ,pos
   km al NO de Tongoy  Terremoto Temblor  sismos chile sismo,neg
terremoto a Padova fortissimo mi sono svegliata aiutoooo,pos
Ecco  Ci mancava il terremoto,pos
Svelato da una scossa di terremoto Mai sentita così forte in vita mia,pos
Scossa di terremoto paurosa avvertita qua a Jesi al piano terra no di nuovo no vi prego,pos
Il terremoto cazzo,pos
DePreSsEdArt KawaiiOtaku Blanjih Looniechan Senti un terremoto de ovarios explotando,neg
Terremoto en islas Cayman  sentido en México se espera olas de tsunami en estas zonas ,neg
